locus_tag	ftype	length_bp	gene	EC_number	COG	product
FFHCJIBM_01794	CDS	1014	prfB			Peptide chain release factor 2
FFHCJIBM_01795	CDS	687				hypothetical protein
FFHCJIBM_01796	CDS	2058				hypothetical protein
FFHCJIBM_01797	CDS	1134				hypothetical protein
FFHCJIBM_01798	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
FFHCJIBM_01799	CDS	888	ftsX		COG2177	Cell division protein FtsX
FFHCJIBM_01800	CDS	1185	envC		COG4942	Murein hydrolase activator EnvC
FFHCJIBM_01801	CDS	1158	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
FFHCJIBM_01802	CDS	1272	obg	3.6.5.-		GTPase Obg
FFHCJIBM_01803	CDS	294				hypothetical protein
FFHCJIBM_01804	CDS	1131	proB	2.7.2.11	COG0263	Glutamate 5-kinase
FFHCJIBM_01805	CDS	1245	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
FFHCJIBM_01806	CDS	642	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
FFHCJIBM_01807	CDS	597				hypothetical protein
FFHCJIBM_01808	CDS	969	lytR			Transcriptional regulator LytR
FFHCJIBM_01809	CDS	384	rsfS		COG0799	Ribosomal silencing factor RsfS
FFHCJIBM_01810	CDS	912	cvfB		COG2996	Conserved virulence factor B
FFHCJIBM_01811	CDS	555				hypothetical protein
FFHCJIBM_01812	CDS	822	pdxK_2	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
FFHCJIBM_01813	CDS	663	queE_3	4.3.99.3		7-carboxy-7-deazaguanine synthase
FFHCJIBM_01814	CDS	450				hypothetical protein
FFHCJIBM_01815	CDS	816	cntK	5.1.1.24		Histidine racemase
FFHCJIBM_01816	CDS	1587	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
FFHCJIBM_01817	CDS	1950	htpG		COG0326	Chaperone protein HtpG
FFHCJIBM_01818	CDS	375				hypothetical protein
FFHCJIBM_01819	CDS	1263	gltS		COG0786	Sodium/glutamate symporter
FFHCJIBM_01820	CDS	1212	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
FFHCJIBM_01821	CDS	537				hypothetical protein
FFHCJIBM_01822	CDS	1197	ackA	2.7.2.1	COG0282	Acetate kinase
FFHCJIBM_01823	CDS	687				hypothetical protein
FFHCJIBM_01824	CDS	390				hypothetical protein
FFHCJIBM_01825	CDS	912	gltC_3			HTH-type transcriptional regulator GltC
FFHCJIBM_01826	CDS	3516		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
FFHCJIBM_01827	CDS	1623				hypothetical protein
FFHCJIBM_01828	CDS	1986	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
FFHCJIBM_01829	CDS	2205	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
FFHCJIBM_01830	CDS	450	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
FFHCJIBM_01831	CDS	636		3.-.-.-		putative protein
FFHCJIBM_01832	CDS	1095				hypothetical protein
FFHCJIBM_01833	CDS	528	fur		COG0735	Ferric uptake regulation protein
FFHCJIBM_01834	CDS	1455	hemZ	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ
FFHCJIBM_01835	CDS	1266	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
FFHCJIBM_01836	CDS	1794	aspS	6.1.1.12		Aspartate--tRNA ligase
FFHCJIBM_01837	CDS	312				hypothetical protein
FFHCJIBM_01838	CDS	489				hypothetical protein
FFHCJIBM_01839	CDS	1734	arsA	3.6.3.16		Arsenical pump-driving ATPase
FFHCJIBM_01840	CDS	1035	acr3		COG0798	Arsenical-resistance protein Acr3
FFHCJIBM_01841	CDS	1512	mtr_1	1.8.1.15	COG1249	Mycothione reductase
FFHCJIBM_01842	CDS	1713				hypothetical protein
FFHCJIBM_01843	CDS	2583				hypothetical protein
FFHCJIBM_01844	CDS	2685				hypothetical protein
FFHCJIBM_01845	CDS	309				hypothetical protein
FFHCJIBM_01846	CDS	255				hypothetical protein
FFHCJIBM_01847	CDS	354				IS66 family transposase ISBaps1
FFHCJIBM_01848	CDS	204				hypothetical protein
FFHCJIBM_01849	CDS	330				IS66 family transposase ISDeal1
FFHCJIBM_01850	CDS	288				hypothetical protein
FFHCJIBM_01851	CDS	267	rpsO			30S ribosomal protein S15
FFHCJIBM_01852	CDS	2154	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
FFHCJIBM_01853	CDS	447	dut_1	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
FFHCJIBM_01854	CDS	573	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
FFHCJIBM_01855	CDS	1173	deoB	5.4.2.7	COG1015	Phosphopentomutase
FFHCJIBM_01856	CDS	1305	pdp	2.4.2.2		Pyrimidine-nucleoside phosphorylase
FFHCJIBM_01857	CDS	1383	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
FFHCJIBM_01858	CDS	630				hypothetical protein
FFHCJIBM_01859	CDS	438	ywnA_2		COG1959	Putative HTH-type transcriptional regulator YwnA
FFHCJIBM_01860	CDS	330	ytcD_2		COG1733	putative HTH-type transcriptional regulator YtcD
FFHCJIBM_01861	CDS	549				hypothetical protein
FFHCJIBM_01862	CDS	573	flr_2			Flavoredoxin
FFHCJIBM_01863	CDS	879				hypothetical protein
FFHCJIBM_01864	CDS	1929		1.-.-.-		NADH oxidase
FFHCJIBM_01865	CDS	696	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
FFHCJIBM_01866	CDS	903	rhaR_2			HTH-type transcriptional activator RhaR
FFHCJIBM_01867	CDS	1170	metK_1	2.5.1.6	COG0192	S-adenosylmethionine synthase
FFHCJIBM_01868	CDS	2589	grcA			Autonomous glycyl radical cofactor
FFHCJIBM_01869	CDS	942	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
FFHCJIBM_01870	CDS	837	pduB		COG4816	Propanediol utilization protein PduB
FFHCJIBM_01871	CDS	279	pduA_1		COG4577	Propanediol utilization protein PduA
FFHCJIBM_01872	CDS	732				hypothetical protein
FFHCJIBM_01873	CDS	516				hypothetical protein
FFHCJIBM_01874	CDS	261	ccmL			Carbon dioxide concentrating mechanism protein CcmL
FFHCJIBM_01875	CDS	303	pduA_2		COG4577	Propanediol utilization protein PduA
FFHCJIBM_01876	CDS	636	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
FFHCJIBM_01877	CDS	810	ftsA			Cell division protein FtsA
FFHCJIBM_01878	CDS	1434	sucD	1.2.1.76	COG1012	Succinate-semialdehyde dehydrogenase (acetylating)
FFHCJIBM_01879	CDS	1125	mdh	1.1.1.244		NAD-dependent methanol dehydrogenase
FFHCJIBM_01880	CDS	558	flr_3			Flavoredoxin
FFHCJIBM_01881	CDS	294				hypothetical protein
FFHCJIBM_01882	CDS	1002				hypothetical protein
FFHCJIBM_01883	CDS	441				hypothetical protein
FFHCJIBM_01884	CDS	252				hypothetical protein
FFHCJIBM_01885	CDS	858	yfdC		COG2116	Inner membrane protein YfdC
FFHCJIBM_01886	CDS	1143	ybiR		COG0471	Inner membrane protein YbiR
FFHCJIBM_01887	CDS	426		2.3.1.-		Acetyltransferase
FFHCJIBM_01888	CDS	423				hypothetical protein
FFHCJIBM_01889	CDS	1575				hypothetical protein
FFHCJIBM_01890	CDS	2409				hypothetical protein
FFHCJIBM_01891	CDS	1074	mcrC		COG4268	Protein McrC
FFHCJIBM_01892	CDS	186				hypothetical protein
FFHCJIBM_01893	CDS	603		3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase
FFHCJIBM_01894	CDS	504	speH	4.1.1.50		S-adenosylmethionine decarboxylase proenzyme
FFHCJIBM_01895	CDS	2589	clpB1		COG0542	Chaperone protein ClpB 1
FFHCJIBM_01896	CDS	804	esiB			Secretory immunoglobulin A-binding protein EsiB
FFHCJIBM_01897	CDS	2193				hypothetical protein
FFHCJIBM_01898	CDS	654	cas5d	3.1.-.-		CRISPR pre-crRNA endoribonuclease Cas5d
FFHCJIBM_01899	CDS	1815				hypothetical protein
FFHCJIBM_01900	CDS	894				hypothetical protein
FFHCJIBM_01901	CDS	1116				IS200/IS605 family transposase IS1341
	repeat_region	783				
FFHCJIBM_01902	CDS	1257				IS200/IS605 family transposase ISAsp8
FFHCJIBM_01903	CDS	411				hypothetical protein
FFHCJIBM_01904	CDS	783	carD_2	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
FFHCJIBM_01905	CDS	1002	carE_2	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
FFHCJIBM_01906	CDS	1287				hypothetical protein
FFHCJIBM_01907	CDS	528	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
FFHCJIBM_01908	CDS	984		3.4.11.-	COG3191	putative aminopeptidase
FFHCJIBM_01909	CDS	1116	glf_1	5.4.99.9	COG0562	UDP-galactopyranose mutase
FFHCJIBM_01910	CDS	873	gtaB_2	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
FFHCJIBM_01911	CDS	456	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
FFHCJIBM_01912	CDS	663				hypothetical protein
FFHCJIBM_01913	CDS	1839				hypothetical protein
FFHCJIBM_01914	CDS	1059	mltG	4.2.2.-		Endolytic murein transglycosylase
FFHCJIBM_01915	CDS	594	yrrM	2.1.1.-	COG4122	Putative O-methyltransferase YrrM
FFHCJIBM_01916	CDS	1239				hypothetical protein
FFHCJIBM_01917	CDS	243				hypothetical protein
FFHCJIBM_01918	CDS	1161	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
FFHCJIBM_01919	CDS	1122	glgD		COG0448	Glycogen biosynthesis protein GlgD
FFHCJIBM_01920	CDS	2430	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
FFHCJIBM_01921	CDS	2109	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
FFHCJIBM_01922	CDS	1437	glgA	2.4.1.21	COG0297	Glycogen synthase
FFHCJIBM_01923	CDS	3399	glgE	2.4.99.16		Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
FFHCJIBM_01924	CDS	1662	recF_2			DNA replication and repair protein RecF
FFHCJIBM_01925	CDS	2136	topB	5.6.2.2	COG0550	DNA topoisomerase 3
FFHCJIBM_01926	CDS	1149	iscS	2.8.1.7		Cysteine desulfurase IscS
FFHCJIBM_01927	CDS	1080	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
FFHCJIBM_01928	CDS	1803	lepA_2	3.6.5.-		Elongation factor 4
FFHCJIBM_01929	CDS	1125	hemW		COG0635	Heme chaperone HemW
FFHCJIBM_01930	CDS	447	yqeY		COG1610	putative protein YqeY
FFHCJIBM_01931	CDS	1902				hypothetical protein
FFHCJIBM_01932	CDS	504				hypothetical protein
FFHCJIBM_01933	CDS	765	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
FFHCJIBM_01934	CDS	1638	pgm	5.4.2.2	COG0033	Phosphoglucomutase
FFHCJIBM_01935	CDS	273				hypothetical protein
FFHCJIBM_01936	CDS	1359				hypothetical protein
FFHCJIBM_01937	CDS	1038	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
FFHCJIBM_01938	CDS	1149	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
FFHCJIBM_01939	CDS	276				hypothetical protein
FFHCJIBM_01940	CDS	369				hypothetical protein
FFHCJIBM_01941	CDS	672	atpB		COG0356	ATP synthase subunit a
FFHCJIBM_01942	CDS	258	atpE			ATP synthase subunit c, sodium ion specific
FFHCJIBM_01943	CDS	498	atpF		COG0711	ATP synthase subunit b
FFHCJIBM_01944	CDS	567	atpH		COG0712	ATP synthase subunit delta
FFHCJIBM_01945	CDS	1536	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
FFHCJIBM_01946	CDS	864	atpG		COG0224	ATP synthase gamma chain
FFHCJIBM_01947	CDS	1419	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
FFHCJIBM_01948	CDS	423	atpC		COG0355	ATP synthase epsilon chain
FFHCJIBM_01949	CDS	879	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
FFHCJIBM_01950	CDS	2049	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
FFHCJIBM_01951	CDS	561				hypothetical protein
FFHCJIBM_01952	CDS	342	rplS		COG0335	50S ribosomal protein L19
FFHCJIBM_01953	CDS	996	bioB	2.8.1.6		Biotin synthase
FFHCJIBM_01954	CDS	1272	ppaC	3.6.1.1		manganese-dependent inorganic pyrophosphatase
FFHCJIBM_01955	CDS	2202	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
FFHCJIBM_01956	CDS	1992	ligA	6.5.1.2		DNA ligase
FFHCJIBM_01957	CDS	1203	gumD	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
FFHCJIBM_01958	CDS	762				hypothetical protein
FFHCJIBM_01959	CDS	1089				hypothetical protein
FFHCJIBM_01960	CDS	1302				hypothetical protein
FFHCJIBM_01961	CDS	1119	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FFHCJIBM_01962	CDS	978				hypothetical protein
FFHCJIBM_01963	CDS	1914				hypothetical protein
FFHCJIBM_01964	CDS	1437	rfbX		COG2244	Putative O-antigen transporter
FFHCJIBM_01965	CDS	1104	glf_2	5.4.99.9	COG0562	UDP-galactopyranose mutase
FFHCJIBM_01966	CDS	864	gtaB_3	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
FFHCJIBM_01967	CDS	285				hypothetical protein
FFHCJIBM_01968	CDS	1686				hypothetical protein
FFHCJIBM_01969	CDS	1530	addA_2	3.6.4.12		ATP-dependent helicase/nuclease subunit A
FFHCJIBM_01970	CDS	1377				hypothetical protein
FFHCJIBM_01971	CDS	723				hypothetical protein
FFHCJIBM_01972	CDS	1482				hypothetical protein
FFHCJIBM_01973	CDS	885	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
FFHCJIBM_01974	CDS	369				hypothetical protein
FFHCJIBM_01975	CDS	1023	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
FFHCJIBM_01976	CDS	921	strL	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
FFHCJIBM_01977	CDS	609				hypothetical protein
FFHCJIBM_01978	CDS	909				hypothetical protein
FFHCJIBM_01979	CDS	870				hypothetical protein
FFHCJIBM_01980	CDS	1887				hypothetical protein
FFHCJIBM_01981	CDS	10155				hypothetical protein
FFHCJIBM_01982	CDS	957				hypothetical protein
FFHCJIBM_01983	CDS	561	aroK_2	2.7.1.71	COG0703	Shikimate kinase 1
FFHCJIBM_01984	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
FFHCJIBM_01985	CDS	666	glnP_2		COG0765	Glutamine transport system permease protein GlnP
FFHCJIBM_01986	CDS	720	glnQ			Glutamine transport ATP-binding protein GlnQ
FFHCJIBM_01987	CDS	1296	hemL2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 2
FFHCJIBM_01988	CDS	1269	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
FFHCJIBM_01989	CDS	990	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
FFHCJIBM_01990	CDS	1521	cysG_1	4.99.1.4		Siroheme synthase
FFHCJIBM_01991	CDS	936	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
FFHCJIBM_01992	CDS	648	cysG_2	4.99.1.4		Siroheme synthase
FFHCJIBM_01993	CDS	564				hypothetical protein
FFHCJIBM_01994	CDS	1560	xylB_2	2.7.1.17	COG1070	Xylulose kinase
FFHCJIBM_01995	CDS	1413	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
FFHCJIBM_01996	CDS	1320	gntT		COG2610	High-affinity gluconate transporter
FFHCJIBM_01997	CDS	858	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
FFHCJIBM_01998	CDS	765	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
FFHCJIBM_01999	CDS	924	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
FFHCJIBM_02000	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
FFHCJIBM_02001	CDS	1044	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
FFHCJIBM_02002	CDS	1233		3.4.11.-		Aminopeptidase 2
FFHCJIBM_02003	CDS	1362	norM		COG0534	Multidrug resistance protein NorM
FFHCJIBM_02004	CDS	267	rpsT		COG0268	30S ribosomal protein S20
FFHCJIBM_02005	CDS	966	fba	4.1.2.13		Fructose-bisphosphate aldolase
FFHCJIBM_02006	CDS	882	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
FFHCJIBM_02007	CDS	1794	dnaG	2.7.7.-	COG0358	DNA primase
FFHCJIBM_02008	CDS	1251	sigA		COG0568	RNA polymerase sigma factor SigA
FFHCJIBM_02009	tRNA	75				tRNA-Met(cat)
FFHCJIBM_02010	CDS	2127	nqrF	1.6.5.8		Na(+)-translocating NADH-quinone reductase subunit F
FFHCJIBM_02011	CDS	2472	metH	2.1.1.13	COG0646	Methionine synthase
FFHCJIBM_02012	CDS	987	iolG	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
FFHCJIBM_02013	CDS	1728				hypothetical protein
FFHCJIBM_02014	CDS	954	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
FFHCJIBM_02015	CDS	1611	prfC			Peptide chain release factor 3
FFHCJIBM_02016	CDS	453	nsrR			HTH-type transcriptional repressor NsrR
FFHCJIBM_02017	CDS	477				hypothetical protein
FFHCJIBM_02018	CDS	1353	mepA_2			Multidrug export protein MepA
FFHCJIBM_02019	CDS	816	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
FFHCJIBM_02020	CDS	819	aptA_2	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
FFHCJIBM_02021	CDS	921	aptB_2	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
FFHCJIBM_02022	CDS	1509	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
FFHCJIBM_02023	CDS	1680	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
FFHCJIBM_02024	CDS	621	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
FFHCJIBM_02025	CDS	627				hypothetical protein
FFHCJIBM_02026	CDS	546				hypothetical protein
FFHCJIBM_02027	CDS	855	htpX	3.4.24.-	COG0501	Protease HtpX 
FFHCJIBM_02028	CDS	1530	cobQ		COG1492	Cobyric acid synthase
FFHCJIBM_02029	CDS	960	cobD_1		COG1270	Cobalamin biosynthesis protein CobD
FFHCJIBM_02030	CDS	861	pduX	2.7.1.177	COG4542	L-threonine kinase
FFHCJIBM_02031	CDS	1074	cobD_2	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
FFHCJIBM_02032	CDS	1335	brnQ_3		COG1114	Branched-chain amino acid transport system 2 carrier protein
FFHCJIBM_02033	CDS	1386	yhdG_4		COG0531	putative amino acid permease YhdG
FFHCJIBM_02034	CDS	903	yisK		COG0179	putative protein YisK
FFHCJIBM_02035	CDS	1116				IS200/IS605 family transposase IS1341
FFHCJIBM_02036	CDS	474				hypothetical protein
FFHCJIBM_02037	CDS	1350	gdh_2	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
FFHCJIBM_02038	CDS	912	yciV_2	3.1.13.-	COG0613	5'-3' exoribonuclease
FFHCJIBM_02039	CDS	945				hypothetical protein
FFHCJIBM_02040	CDS	3285	mfd	3.6.4.-		Transcription-repair-coupling factor
FFHCJIBM_02041	CDS	1572	spoVB_2		COG2244	Stage V sporulation protein B
FFHCJIBM_02042	CDS	720	ydfK_2		COG1811	putative membrane protein YdfK
FFHCJIBM_02043	CDS	462	slyA_2			Transcriptional regulator SlyA
FFHCJIBM_02044	CDS	1092	mdtA_2			Multidrug resistance protein MdtA
FFHCJIBM_02045	CDS	3045	czcA			Cobalt-zinc-cadmium resistance protein CzcA
FFHCJIBM_02046	CDS	726				hypothetical protein
FFHCJIBM_02047	CDS	1386				hypothetical protein
FFHCJIBM_02048	CDS	1452	ndhI	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
FFHCJIBM_02049	CDS	456				hypothetical protein
FFHCJIBM_02050	CDS	1251	mtr_2			Tryptophan-specific transport protein
FFHCJIBM_02051	CDS	1545	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
FFHCJIBM_02052	CDS	2157	ppk	2.7.4.1		Polyphosphate kinase
FFHCJIBM_02053	CDS	1008				hypothetical protein
FFHCJIBM_02054	CDS	744	rpsB		COG0052	30S ribosomal protein S2
FFHCJIBM_02055	CDS	648	tsf			Elongation factor Ts
FFHCJIBM_02056	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
FFHCJIBM_02057	CDS	561	frr		COG0233	Ribosome-recycling factor
FFHCJIBM_02058	CDS	252				hypothetical protein
FFHCJIBM_02059	CDS	768	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
FFHCJIBM_02060	CDS	828				hypothetical protein
FFHCJIBM_02061	CDS	1146	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
FFHCJIBM_02062	CDS	1023	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
FFHCJIBM_02063	CDS	1068	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
FFHCJIBM_02064	CDS	1734	proS	6.1.1.15		Proline--tRNA ligase
FFHCJIBM_02065	CDS	486				hypothetical protein
FFHCJIBM_02066	CDS	702				hypothetical protein
FFHCJIBM_02067	CDS	1020				hypothetical protein
FFHCJIBM_02068	CDS	279	hupA		COG0776	DNA-binding protein HU 1
FFHCJIBM_02069	CDS	1146	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
FFHCJIBM_02070	CDS	789	yfcA		COG0730	putative membrane transporter protein YfcA
FFHCJIBM_02071	CDS	738	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
FFHCJIBM_02072	CDS	903				hypothetical protein
FFHCJIBM_02073	CDS	345				hypothetical protein
FFHCJIBM_02074	CDS	450		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
FFHCJIBM_02075	CDS	804	racE	5.1.1.3	COG0796	Glutamate racemase 1
FFHCJIBM_02076	CDS	543				hypothetical protein
FFHCJIBM_02077	CDS	663				hypothetical protein
FFHCJIBM_02078	CDS	591		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
FFHCJIBM_02079	CDS	507		3.1.4.-		Putative metallophosphoesterase MG207 
FFHCJIBM_02080	CDS	765	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
FFHCJIBM_02081	CDS	633	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
FFHCJIBM_02082	CDS	1704	yloA		COG1293	putative protein YloA
FFHCJIBM_02083	CDS	888				hypothetical protein
FFHCJIBM_02084	CDS	300				hypothetical protein
FFHCJIBM_02085	CDS	615	gmk	2.7.4.8		Guanylate kinase
FFHCJIBM_02086	CDS	210	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
FFHCJIBM_02087	CDS	1215	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
FFHCJIBM_02088	CDS	1263				hypothetical protein
FFHCJIBM_02089	CDS	1191	metK_2	2.5.1.6		S-adenosylmethionine synthase
FFHCJIBM_02090	CDS	2358	priA	3.6.4.-	COG1198	Primosomal protein N'
FFHCJIBM_02091	CDS	1080	xerC_5			Tyrosine recombinase XerC
FFHCJIBM_02092	CDS	384				hypothetical protein
FFHCJIBM_02093	CDS	219				hypothetical protein
FFHCJIBM_02094	CDS	336				hypothetical protein
FFHCJIBM_02095	CDS	243				hypothetical protein
FFHCJIBM_02096	CDS	1257				hypothetical protein
FFHCJIBM_02097	CDS	213				hypothetical protein
FFHCJIBM_02098	CDS	201				hypothetical protein
FFHCJIBM_02099	CDS	381				hypothetical protein
FFHCJIBM_02100	CDS	267				hypothetical protein
FFHCJIBM_02101	CDS	372				hypothetical protein
FFHCJIBM_02102	CDS	180				hypothetical protein
FFHCJIBM_02103	CDS	810				hypothetical protein
FFHCJIBM_02104	CDS	279				hypothetical protein
FFHCJIBM_02105	CDS	339				hypothetical protein
FFHCJIBM_02106	CDS	285				hypothetical protein
FFHCJIBM_02107	CDS	990				hypothetical protein
FFHCJIBM_02108	CDS	651				hypothetical protein
FFHCJIBM_02109	CDS	522				hypothetical protein
FFHCJIBM_02110	CDS	264				hypothetical protein
FFHCJIBM_02111	CDS	312				hypothetical protein
FFHCJIBM_02112	CDS	783				hypothetical protein
FFHCJIBM_02113	CDS	573				hypothetical protein
FFHCJIBM_02114	CDS	411				hypothetical protein
FFHCJIBM_02115	CDS	585				hypothetical protein
FFHCJIBM_02116	CDS	663				hypothetical protein
FFHCJIBM_02117	CDS	396	ssb		COG0629	Single-stranded DNA-binding protein
FFHCJIBM_02118	CDS	285	hup		COG0776	DNA-binding protein HU
FFHCJIBM_02119	CDS	447	dut_2	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
FFHCJIBM_02120	CDS	675				hypothetical protein
FFHCJIBM_02121	CDS	255				hypothetical protein
FFHCJIBM_02122	CDS	444				hypothetical protein
FFHCJIBM_02123	CDS	462				hypothetical protein
FFHCJIBM_02124	CDS	234				hypothetical protein
FFHCJIBM_02125	CDS	411				hypothetical protein
FFHCJIBM_02126	CDS	510				hypothetical protein
FFHCJIBM_02127	CDS	483				hypothetical protein
FFHCJIBM_02128	CDS	456				hypothetical protein
FFHCJIBM_02129	CDS	402				hypothetical protein
FFHCJIBM_02130	CDS	141				hypothetical protein
FFHCJIBM_02131	CDS	489				hypothetical protein
FFHCJIBM_02132	CDS	456				hypothetical protein
FFHCJIBM_02133	CDS	1113				hypothetical protein
FFHCJIBM_02134	CDS	270				hypothetical protein
FFHCJIBM_02135	CDS	492				hypothetical protein
FFHCJIBM_02136	CDS	1476				hypothetical protein
FFHCJIBM_02137	CDS	2250				hypothetical protein
FFHCJIBM_02138	CDS	291				hypothetical protein
FFHCJIBM_02139	CDS	1134				hypothetical protein
FFHCJIBM_02140	CDS	1209				hypothetical protein
FFHCJIBM_02141	CDS	333				hypothetical protein
FFHCJIBM_02142	CDS	657				hypothetical protein
FFHCJIBM_02143	CDS	468				hypothetical protein
FFHCJIBM_02144	CDS	1854				hypothetical protein
FFHCJIBM_02145	CDS	444				hypothetical protein
FFHCJIBM_02146	CDS	2139				hypothetical protein
FFHCJIBM_02147	CDS	903				hypothetical protein
FFHCJIBM_02148	CDS	597				hypothetical protein
FFHCJIBM_02149	CDS	591				hypothetical protein
FFHCJIBM_02150	CDS	993	xerC_6			Tyrosine recombinase XerC
FFHCJIBM_02151	CDS	270				hypothetical protein
